,model_id,Variable,batch_size,lr,seed,target_layer,operation,mask_init,model dir,train loss,test loss,knn dev acc,dev majority acc,knn test acc,test majority acc,full model knn dev acc,full model knn test acc,L0 Norm,L0 Max,vanilla acc,ablated acc,random ablate acc mean,random ablate acc std
0,85d34c18-2b50-4af4-8536-5be4538b68fc,c,500,0.001,0,0,attn,0.0,./Model/Random_ViT/Color/,1.4390283823013306,1.4301544427871704,0.42824943651389935,0.13047833708990733,0.411,0.1215,0.16378662659654394,0.143,146606.0,2359296,0.993,0.501,0.5042,0.0064000000000000055
1,4646b5ff-b67e-4fa7-ba0e-d30aaa5492b2,c,500,0.001,0,0,mlp,0.0,./Model/Random_ViT/Color/,1.944197803735733,1.9284692406654358,0.12421738041572752,0.13047833708990733,0.1375,0.1215,0.15301778111695466,0.1525,51.0,4718592,0.993,0.993,0.993,0.0
2,09f03c6b-a186-4f4d-9647-08ac4b56cdb4,c,500,0.001,0,1,attn,0.0,./Model/Random_ViT/Color/,1.4517875015735626,1.432138204574585,0.4931129476584022,0.13047833708990733,0.4615,0.1215,0.1687953919358878,0.1445,214481.0,2359296,0.993,0.501,0.501,0.0
3,990866c5-7fd9-409f-8fb1-bdc0e5e27513,c,500,0.001,0,1,mlp,0.0,./Model/Random_ViT/Color/,1.8239099085330963,1.8241130113601685,0.1855747558226897,0.13047833708990733,0.207,0.1215,0.14800901577761083,0.1605,189427.0,4718592,0.993,0.501,0.8140000000000001,0.052280015302216584
4,3cab8823-334f-48f5-a2f8-730c7c884cde,c,500,0.001,0,2,attn,0.0,./Model/Random_ViT/Color/,1.4629570841789246,1.4461308717727661,0.4254946155772602,0.13047833708990733,0.4235,0.1215,0.19208615076383673,0.1555,314673.0,2359296,0.993,0.501,0.5965999999999999,0.03207865333831833
5,c3ea280d-bc9d-4714-824b-6f392a465fbb,c,500,0.001,0,2,mlp,0.0,./Model/Random_ViT/Color/,1.7822191417217255,1.759884238243103,0.1890808915602304,0.13047833708990733,0.198,0.1215,0.16128224392687202,0.161,424829.0,4718592,0.993,0.501,0.6885999999999999,0.020626196934965958
6,eecf679a-35a5-4075-b178-8d57e50c0f4c,c,500,0.001,0,3,attn,0.0,./Model/Random_ViT/Color/,1.4594732522964478,1.4441169500350952,0.40070122714750817,0.13047833708990733,0.384,0.1215,0.19408965689957425,0.167,367378.0,2359296,0.993,0.501,0.5681999999999999,0.032133471645622094
7,60df57ee-0325-4123-8bc6-997bd6f12a60,c,500,0.001,0,3,mlp,0.0,./Model/Random_ViT/Color/,1.7663443386554718,1.756569743156433,0.2263961933383421,0.13047833708990733,0.2175,0.1215,0.16704232406711744,0.166,500902.0,4718592,0.993,0.509,0.8029999999999999,0.06020631196145468
8,abf42c4a-b99a-41b4-ad88-8bfaf49f813b,c,500,0.001,0,4,attn,0.0,./Model/Random_ViT/Color/,1.4453030824661255,1.4366775155067444,0.3949411470072627,0.13047833708990733,0.4035,0.1215,0.18782870022539444,0.1545,376749.0,2359296,0.993,0.501,0.5591999999999999,0.02117923511366732
9,127d402c-42e9-4c4a-a572-67f460530dd0,c,500,0.001,0,4,mlp,0.0,./Model/Random_ViT/Color/,1.8002976477146149,1.7836248278617859,0.20285499624342598,0.13047833708990733,0.185,0.1215,0.16428750313047832,0.158,495492.0,4718592,0.993,0.501,0.9214,0.013807244475274545
10,3c04d73c-788f-4ccf-ae4a-569602a2eb1e,c,500,0.001,0,5,attn,0.0,./Model/Random_ViT/Color/,1.434848576784134,1.4206464886665344,0.4290007513148009,0.13047833708990733,0.393,0.1215,0.18632607062359127,0.162,397854.0,2359296,0.993,0.501,0.8054,0.01574293492332351
11,9ab38452-2494-4c54-ae2f-6c6c9e96c823,c,500,0.001,0,5,mlp,0.0,./Model/Random_ViT/Color/,1.7720471620559692,1.7441624999046326,0.2023541197094916,0.13047833708990733,0.216,0.1215,0.16278487352867518,0.1505,515753.0,4718592,0.993,0.933,0.9266,0.02280877024304464
12,2dc5178a-ead7-4cfb-af74-1a56e77ff51d,c,500,0.001,0,6,attn,0.0,./Model/Random_ViT/Color/,1.456752985715866,1.435666799545288,0.4585524668169296,0.13047833708990733,0.4425,0.1215,0.18507387928875532,0.169,395000.0,2359296,0.993,0.501,0.9508000000000001,0.0016000000000000014
13,a1d72fd9-864a-4012-aeec-28fa7207f8c6,c,500,0.001,0,6,mlp,0.0,./Model/Random_ViT/Color/,1.8042589724063873,1.7723430395126343,0.18006511394941146,0.13047833708990733,0.204,0.1215,0.17054845980465816,0.1525,533841.0,4718592,0.993,0.946,0.9762000000000001,0.006462197768561411
14,4096047d-ed4d-4079-8593-ae47bc4d122c,c,500,0.001,0,7,attn,0.0,./Model/Random_ViT/Color/,1.4440343379974365,1.4294219613075256,0.48159278737791134,0.13047833708990733,0.49,0.1215,0.18732782369146006,0.1695,404567.0,2359296,0.993,0.51,0.9921999999999999,0.0021354156504062643
15,3384a9e1-50a6-4d98-9d39-e69bb0bd0cc0,c,500,0.001,0,7,mlp,0.0,./Model/Random_ViT/Color/,1.7175812721252441,1.7053505182266235,0.22113698973203105,0.13047833708990733,0.219,0.1215,0.1657901327322815,0.1775,622944.0,4718592,0.993,0.94,0.9832000000000001,0.0062417946137309
16,c86cbb10-5098-4b1a-8e7d-a2bff64753ed,c,500,0.001,0,8,attn,0.0,./Model/Random_ViT/Color/,1.4652208089828491,1.4651383757591248,0.386175807663411,0.13047833708990733,0.3855,0.1215,0.19108439769596794,0.171,400740.0,2359296,0.993,0.502,0.9724,0.009520504188329532
17,2c8c4015-8bdc-4849-8321-dd256ed140a0,c,500,0.001,0,8,mlp,0.0,./Model/Random_ViT/Color/,1.7046463191509247,1.680561363697052,0.21562734785875282,0.13047833708990733,0.2025,0.1215,0.17079889807162535,0.161,610884.0,4718592,0.993,0.993,0.9907999999999999,0.0024819347291981735
18,92e47eb8-ca2a-4609-a1f1-ae51697fc220,c,500,0.001,0,9,attn,0.0,./Model/Random_ViT/Color/,1.4560593664646149,1.429112434387207,0.4087152516904583,0.13047833708990733,0.4075,0.1215,0.1918357124968695,0.181,425489.0,2359296,0.993,0.713,0.9894000000000001,0.000489897948556636
19,77077953-e83a-4fe0-9eb3-db9569c49950,c,500,0.001,0,9,mlp,0.0,./Model/Random_ViT/Color/,1.706364929676056,1.689286708831787,0.19559228650137742,0.13047833708990733,0.159,0.1215,0.17655897821187078,0.1645,690522.0,4718592,0.993,0.993,0.9932000000000001,0.00040000000000000034
20,bc7a68dc-e369-4b87-84d6-7a81a8413951,c,500,0.001,0,10,attn,0.0,./Model/Random_ViT/Color/,1.448104202747345,1.4319894313812256,0.4124718256949662,0.13047833708990733,0.415,0.1215,0.1858251940896569,0.1575,411265.0,2359296,0.993,0.905,0.9972000000000001,0.001166190378969061
21,1ebe4b73-6bb9-4b21-bbc0-3fdcacca1d95,c,500,0.001,0,10,mlp,0.0,./Model/Random_ViT/Color/,1.6679278314113617,1.655780851840973,0.2063611319809667,0.13047833708990733,0.183,0.1215,0.17355371900826447,0.1665,596686.0,4718592,0.993,0.993,0.9932000000000001,0.00040000000000000034
22,40e693ec-df83-4833-b407-301473068866,c,500,0.001,0,11,attn,0.0,./Model/Random_ViT/Color/,1.4544939994812012,1.44148188829422,0.34685699974956175,0.13047833708990733,0.359,0.1215,0.1930879038317055,0.1715,408180.0,2359296,0.993,0.88,0.991,0.0
23,266ded53-95a3-471f-af46-1a9cee2c420a,c,500,0.001,0,11,mlp,0.0,./Model/Random_ViT/Color/,1.7126943469047546,1.6785803437232971,0.1790633608815427,0.13047833708990733,0.167,0.1215,0.16779363886801904,0.144,598544.0,4718592,0.993,0.989,0.9936,0.0004898979485566361
